,breakdown,auc,disease,Age Range,Gender,fields
75,FTD|50-70|Male|Non Carriers,0.5918367346938775,FTD,50-70,Male,All
76,FTD|50-70|Male|All,0.4363905325443787,FTD,50-70,Male,All
77,FTD|50-70|Male|All,0.6568047337278107,FTD,50-70,Male,All
78,FTD|50-70|Female|Carriers,0.5363321799307958,FTD,50-70,Female,All
79,FTD|50-70|Female|Carriers,0.629757785467128,FTD,50-70,Female,All
80,FTD|50-70|Female|Non Carriers,0.6088888888888889,FTD,50-70,Female,All
81,FTD|50-70|Female|Non Carriers,0.7333333333333333,FTD,50-70,Female,All
82,FTD|50-70|Female|All,0.6201171875,FTD,50-70,Female,All
83,FTD|50-70|Female|All,0.6318359375,FTD,50-70,Female,All
84,FTD|50-70|All|Carriers,0.5778061224489797,FTD,50-70,All,All
85,FTD|50-70|All|Carriers,0.5982142857142857,FTD,50-70,All,All
86,FTD|50-70|All|Non Carriers,0.6266349583828775,FTD,50-70,All,All
87,FTD|50-70|All|Non Carriers,0.4863258026159335,FTD,50-70,All,All
88,FTD|50-70|All|All,0.5949522930132348,FTD,50-70,All,All
89,FTD|50-70|All|All,0.6522006771314252,FTD,50-70,All,All
90,FTD|55-70|Male|Carriers,0.5900000000000001,FTD,55-70,Male,All
91,FTD|55-70|Male|Carriers,0.6600000000000001,FTD,55-70,Male,All
92,FTD|55-70|Male|Non Carriers,0.5857988165680473,FTD,55-70,Male,All
93,FTD|55-70|Male|Non Carriers,0.514792899408284,FTD,55-70,Male,All
94,FTD|55-70|Male|All,0.513888888888889,FTD,55-70,Male,All
95,FTD|55-70|Male|All,0.5711805555555556,FTD,55-70,Male,All
96,FTD|55-70|Female|Carriers,0.51171875,FTD,55-70,Female,All
97,FTD|55-70|Female|Carriers,0.62890625,FTD,55-70,Female,All
98,FTD|55-70|Female|Non Carriers,0.4693877551020408,FTD,55-70,Female,All
99,FTD|55-70|Female|Non Carriers,0.5816326530612246,FTD,55-70,Female,All
100,FTD|55-70|Female|All,0.5511111111111112,FTD,55-70,Female,All
101,FTD|55-70|Female|All,0.5833333333333333,FTD,55-70,Female,All
102,FTD|55-70|All|Carriers,0.5340236686390533,FTD,55-70,All,All
103,FTD|55-70|All|Carriers,0.514792899408284,FTD,55-70,All,All
104,FTD|55-70|All|Non Carriers,0.7297668038408778,FTD,55-70,All,All
105,FTD|55-70|All|Non Carriers,0.5061728395061729,FTD,55-70,All,All
106,FTD|55-70|All|All,0.6318974724101103,FTD,55-70,All,All
107,FTD|55-70|All|All,0.6632253470986116,FTD,55-70,All,All
108,FTD|60-70|Male|Carriers,0.5,FTD,60-70,Male,All
109,FTD|60-70|Male|Carriers,0.6666666666666667,FTD,60-70,Male,All
110,FTD|60-70|Male|Non Carriers,0.5,FTD,60-70,Male,All
111,FTD|60-70|Male|Non Carriers,0.44444444444444453,FTD,60-70,Male,All
112,FTD|60-70|Male|All,0.5570934256055363,FTD,60-70,Male,All
113,FTD|60-70|Male|All,0.5536332179930796,FTD,60-70,Male,All
114,FTD|60-70|Female|Carriers,0.6275510204081632,FTD,60-70,Female,All
115,FTD|60-70|Female|Carriers,0.6785714285714286,FTD,60-70,Female,All
116,FTD|60-70|Female|Non Carriers,0.7355371900826446,FTD,60-70,Female,All
117,FTD|60-70|Female|Non Carriers,0.48760330578512395,FTD,60-70,Female,All
118,FTD|60-70|Female|All,0.5711999999999999,FTD,60-70,Female,All
119,FTD|60-70|Female|All,0.6416,FTD,60-70,Female,All
120,FTD|60-70|All|Carriers,0.6487603305785125,FTD,60-70,All,All
121,FTD|60-70|All|Carriers,0.737603305785124,FTD,60-70,All,All
122,FTD|60-70|All|Non Carriers,0.6575,FTD,60-70,All,All
123,FTD|60-70|All|Non Carriers,0.615,FTD,60-70,All,All
124,FTD|60-70|All|All,0.6403461330448891,FTD,60-70,All,All
125,FTD|60-70|All|All,0.7641968631692806,FTD,60-70,All,All
126,FTD|50-60|Male|Carriers,0.5,FTD,50-60,Male,All
127,FTD|50-60|Male|Carriers,0.5,FTD,50-60,Male,All
128,FTD|50-60|Male|Non Carriers,0.5,FTD,50-60,Male,All
129,FTD|50-60|Male|Non Carriers,0.5,FTD,50-60,Male,All
130,FTD|50-60|Male|All,0.5599999999999999,FTD,50-60,Male,All
131,FTD|50-60|Male|All,0.66,FTD,50-60,Male,All
132,FTD|50-60|Female|Carriers,0.5,FTD,50-60,Female,All
133,FTD|50-60|Female|Carriers,0.5,FTD,50-60,Female,All
134,FTD|50-60|Female|Non Carriers,0.5,FTD,50-60,Female,All
135,FTD|50-60|Female|Non Carriers,0.5,FTD,50-60,Female,All
136,FTD|50-60|Female|All,0.4375,FTD,50-60,Female,All
137,FTD|50-60|Female|All,0.4375,FTD,50-60,Female,All
138,FTD|50-60|All|Carriers,0.5,FTD,50-60,All,All
139,FTD|50-60|All|Carriers,0.5,FTD,50-60,All,All
140,FTD|50-60|All|Non Carriers,0.4132231404958677,FTD,50-60,All,All
141,FTD|50-60|All|Non Carriers,0.628099173553719,FTD,50-60,All,All
142,FTD|50-60|All|All,0.3395061728395061,FTD,50-60,All,All
143,FTD|50-60|All|All,0.36728395061728397,FTD,50-60,All,All
144,VD|50-70|Male|Carriers,0.7742607246980424,VD,50-70,Male,All
145,VD|50-70|Male|Carriers,0.7181382757184507,VD,50-70,Male,All
146,VD|50-70|Male|Non Carriers,0.7773152965660768,VD,50-70,Male,All
147,VD|50-70|Male|Non Carriers,0.641519250780437,VD,50-70,Male,All
148,VD|50-70|Male|All,0.752109375,VD,50-70,Male,All
149,VD|50-70|Male|All,0.7425,VD,50-70,Male,All
150,VD|50-70|Female|Carriers,0.7114583333333332,VD,50-70,Female,All
151,VD|50-70|Female|Carriers,0.7321527777777778,VD,50-70,Female,All
152,VD|50-70|Female|Non Carriers,0.7912636837070889,VD,50-70,Female,All
153,VD|50-70|Female|Non Carriers,0.7376979487724519,VD,50-70,Female,All
154,VD|50-70|Female|All,0.7881670878549131,VD,50-70,Female,All
155,VD|50-70|Female|All,0.800611607806494,VD,50-70,Female,All
156,VD|50-70|All|Carriers,0.7474749600202004,VD,50-70,All,All
157,VD|50-70|All|Carriers,0.7432665600538676,VD,50-70,All,All
158,VD|50-70|All|Non Carriers,0.7125509275740676,VD,50-70,All,All
159,VD|50-70|All|Non Carriers,0.6942367786084411,VD,50-70,All,All
160,VD|50-70|All|All,0.7811424832370593,VD,50-70,All,All
161,VD|50-70|All|All,0.7687452947674296,VD,50-70,All,All
162,VD|55-70|Male|Carriers,0.7708333333333334,VD,55-70,Male,All
163,VD|55-70|Male|Carriers,0.6880425347222222,VD,55-70,Male,All
164,VD|55-70|Male|Non Carriers,0.7088888888888888,VD,55-70,Male,All
165,VD|55-70|Male|Non Carriers,0.7261111111111112,VD,55-70,Male,All
166,VD|55-70|Male|All,0.7517258382642997,VD,55-70,Male,All
167,VD|55-70|Male|All,0.75267094017094,VD,55-70,Male,All
168,VD|55-70|Female|Carriers,0.7263717322608446,VD,55-70,Female,All
169,VD|55-70|Female|Carriers,0.7635736857224936,VD,55-70,Female,All
170,VD|55-70|Female|Non Carriers,0.7139058171745152,VD,55-70,Female,All
171,VD|55-70|Female|Non Carriers,0.7489196675900276,VD,55-70,Female,All
172,VD|55-70|Female|All,0.742991278034888,VD,55-70,Female,All
173,VD|55-70|Female|All,0.7052999288002848,VD,55-70,Female,All
174,VD|55-70|All|Carriers,0.747030308323871,VD,55-70,All,All
175,VD|55-70|All|Carriers,0.7382740850729322,VD,55-70,All,All
176,VD|55-70|All|Non Carriers,0.7650780437044745,VD,55-70,All,All
177,VD|55-70|All|Non Carriers,0.7599167533818938,VD,55-70,All,All
178,VD|55-70|All|All,0.7972033107864954,VD,55-70,All,All
179,VD|55-70|All|All,0.7697064504520383,VD,55-70,All,All
180,VD|60-70|Male|Carriers,0.6896266540642723,VD,60-70,Male,All
181,VD|60-70|Male|Carriers,0.7403119092627599,VD,60-70,Male,All
182,VD|60-70|Male|Non Carriers,0.7248086734693878,VD,60-70,Male,All
183,VD|60-70|Male|Non Carriers,0.7346938775510203,VD,60-70,Male,All
184,VD|60-70|Male|All,0.7616417092768444,VD,60-70,Male,All
185,VD|60-70|Male|All,0.7116051862673485,VD,60-70,Male,All
186,VD|60-70|Female|Carriers,0.7151754902785961,VD,60-70,Female,All
187,VD|60-70|Female|Carriers,0.6856325225149398,VD,60-70,Female,All
188,VD|60-70|Female|Non Carriers,0.7230809882415115,VD,60-70,Female,All
189,VD|60-70|Female|Non Carriers,0.718192627824019,VD,60-70,Female,All
190,VD|60-70|Female|All,0.7589806330695543,VD,60-70,Female,All
191,VD|60-70|Female|All,0.7624167013744273,VD,60-70,Female,All
192,VD|60-70|All|Carriers,0.7614167966139451,VD,60-70,All,All
193,VD|60-70|All|Carriers,0.7595604069206208,VD,60-70,All,All
194,VD|60-70|All|Non Carriers,0.7058046848256639,VD,60-70,All,All
195,VD|60-70|All|Non Carriers,0.7318695290723262,VD,60-70,All,All
196,VD|60-70|All|All,0.7245639534883721,VD,60-70,All,All
197,VD|60-70|All|All,0.7624391563007031,VD,60-70,All,All
198,VD|50-60|Male|Carriers,0.5,VD,50-60,Male,All
199,VD|50-60|Male|Carriers,0.5,VD,50-60,Male,All
200,VD|50-60|Male|Non Carriers,0.5,VD,50-60,Male,All
201,VD|50-60|Male|Non Carriers,0.5,VD,50-60,Male,All
202,VD|50-60|Male|All,0.7265625,VD,50-60,Male,All
203,VD|50-60|Male|All,0.7890625,VD,50-60,Male,All
204,VD|50-60|Female|Carriers,0.7911111111111111,VD,50-60,Female,All
205,VD|50-60|Female|Carriers,0.76,VD,50-60,Female,All
206,VD|50-60|Female|Non Carriers,0.8265306122448979,VD,50-60,Female,All
207,VD|50-60|Female|Non Carriers,0.7908163265306123,VD,50-60,Female,All
208,VD|50-60|Female|All,0.807372175980975,VD,50-60,Female,All
209,VD|50-60|Female|All,0.7800237812128419,VD,50-60,Female,All
210,VD|50-60|All|Carriers,0.8128544423440454,VD,50-60,All,All
211,VD|50-60|All|Carriers,0.6332703213610585,VD,50-60,All,All
212,VD|50-60|All|Non Carriers,0.8822314049586777,VD,50-60,All,All
213,VD|50-60|All|Non Carriers,0.8161157024793388,VD,50-60,All,All
214,VD|50-60|All|All,0.7204938271604937,VD,50-60,All,All
215,VD|50-60|All|All,0.7293827160493828,VD,50-60,All,All
216,AD|50-70|Male|Carriers,0.7928392125776194,AD,50-70,Male,All
217,AD|50-70|Male|Carriers,0.7351037125115603,AD,50-70,Male,All
218,AD|50-70|Male|Non Carriers,0.6680414106556688,AD,50-70,Male,All
219,AD|50-70|Male|Non Carriers,0.6499452908004377,AD,50-70,Male,All
220,AD|50-70|Male|All,0.7634477720964208,AD,50-70,Male,All
221,AD|50-70|Male|All,0.7630679327976626,AD,50-70,Male,All
222,AD|50-70|Female|Carriers,0.7079919100936177,AD,50-70,Female,All
223,AD|50-70|Female|Carriers,0.6798023394007632,AD,50-70,Female,All
224,AD|50-70|Female|Non Carriers,0.672153541424766,AD,50-70,Female,All
225,AD|50-70|Female|Non Carriers,0.6401885117136807,AD,50-70,Female,All
226,AD|50-70|Female|All,0.7028979238754325,AD,50-70,Female,All
227,AD|50-70|Female|All,0.7218512110726643,AD,50-70,Female,All
228,AD|50-70|All|Carriers,0.7613845486111112,AD,50-70,All,All
229,AD|50-70|All|Carriers,0.7527777777777778,AD,50-70,All,All
230,AD|50-70|All|Non Carriers,0.6542344045368621,AD,50-70,All,All
231,AD|50-70|All|Non Carriers,0.657258979206049,AD,50-70,All,All
232,AD|50-70|All|All,0.7708411029557627,AD,50-70,All,All
233,AD|50-70|All|All,0.7646716921245784,AD,50-70,All,All
234,AD|55-70|Male|Carriers,0.7161349906887312,AD,55-70,Male,All
235,AD|55-70|Male|Carriers,0.7302760072067708,AD,55-70,Male,All
236,AD|55-70|Male|Non Carriers,0.6552380952380952,AD,55-70,Male,All
237,AD|55-70|Male|Non Carriers,0.6421768707482993,AD,55-70,Male,All
238,AD|55-70|Male|All,0.7408122462684289,AD,55-70,Male,All
239,AD|55-70|Male|All,0.7707106010195048,AD,55-70,Male,All
240,AD|55-70|Female|Carriers,0.7236368312757201,AD,55-70,Female,All
241,AD|55-70|Female|Carriers,0.7177640603566529,AD,55-70,Female,All
242,AD|55-70|Female|Non Carriers,0.6620224073542086,AD,55-70,Female,All
243,AD|55-70|Female|Non Carriers,0.6016230968112612,AD,55-70,Female,All
244,AD|55-70|Female|All,0.7165100935852845,AD,55-70,Female,All
245,AD|55-70|Female|All,0.707904550181075,AD,55-70,Female,All
246,AD|55-70|All|Carriers,0.7575459596207912,AD,55-70,All,All
247,AD|55-70|All|Carriers,0.7601428513961087,AD,55-70,All,All
248,AD|55-70|All|Non Carriers,0.6413159323533552,AD,55-70,All,All
249,AD|55-70|All|Non Carriers,0.5682398600414246,AD,55-70,All,All
250,AD|55-70|All|All,0.7435076463205179,AD,55-70,All,All
251,AD|55-70|All|All,0.7415568437045844,AD,55-70,All,All
252,AD|60-70|Male|Carriers,0.7594754993785122,AD,60-70,Male,All
253,AD|60-70|Male|Carriers,0.7768946622082947,AD,60-70,Male,All
254,AD|60-70|Male|Non Carriers,0.5428844723137423,AD,60-70,Male,All
255,AD|60-70|Male|Non Carriers,0.5410776915718993,AD,60-70,Male,All
256,AD|60-70|Male|All,0.7691503684807256,AD,60-70,Male,All
257,AD|60-70|Male|All,0.7890359268707483,AD,60-70,Male,All
258,AD|60-70|Female|Carriers,0.658308982939014,AD,60-70,Female,All
259,AD|60-70|Female|Carriers,0.7057215571684419,AD,60-70,Female,All
260,AD|60-70|Female|Non Carriers,0.6193554022185344,AD,60-70,Female,All
261,AD|60-70|Female|Non Carriers,0.6237225958599005,AD,60-70,Female,All
262,AD|60-70|Female|All,0.7409792893670446,AD,60-70,Female,All
263,AD|60-70|Female|All,0.7458379691535078,AD,60-70,Female,All
264,AD|60-70|All|Carriers,0.7371039010225982,AD,60-70,All,All
265,AD|60-70|All|Carriers,0.7306249210958212,AD,60-70,All,All
266,AD|60-70|All|Non Carriers,0.6487648981161092,AD,60-70,All,All
267,AD|60-70|All|Non Carriers,0.6373269896193772,AD,60-70,All,All
268,AD|60-70|All|All,0.7554279310827847,AD,60-70,All,All
269,AD|60-70|All|All,0.754096025413045,AD,60-70,All,All
270,AD|50-60|Male|Carriers,0.7511111111111111,AD,50-60,Male,All
271,AD|50-60|Male|Carriers,0.7466666666666667,AD,50-60,Male,All
272,AD|50-60|Male|Non Carriers,0.5390625,AD,50-60,Male,All
273,AD|50-60|Male|Non Carriers,0.40625,AD,50-60,Male,All
274,AD|50-60|Male|All,0.717391304347826,AD,50-60,Male,All
275,AD|50-60|Male|All,0.8308128544423442,AD,50-60,Male,All
276,AD|50-60|Female|Carriers,0.5406427221172023,AD,50-60,Female,All
277,AD|50-60|Female|Carriers,0.5765595463137997,AD,50-60,Female,All
278,AD|50-60|Female|Non Carriers,0.43767313019390586,AD,50-60,Female,All
279,AD|50-60|Female|Non Carriers,0.6343490304709142,AD,50-60,Female,All
280,AD|50-60|Female|All,0.48072562358276644,AD,50-60,Female,All
281,AD|50-60|Female|All,0.5856009070294784,AD,50-60,Female,All
282,AD|50-60|All|Carriers,0.6571733713065148,AD,50-60,All,All
283,AD|50-60|All|Carriers,0.6614453542185831,AD,50-60,All,All
284,AD|50-60|All|Non Carriers,0.6245674740484429,AD,50-60,All,All
285,AD|50-60|All|Non Carriers,0.578719723183391,AD,50-60,All,All
286,AD|50-60|All|All,0.6539833531510107,AD,50-60,All,All
287,AD|50-60|All|All,0.6949398863786498,AD,50-60,All,All
288,PD|50-70|Male|Carriers,0.6349099704380544,PD,50-70,Male,All
289,PD|50-70|Male|Carriers,0.5882827196990056,PD,50-70,Male,All
290,PD|50-70|Male|Non Carriers,0.6182726326742976,PD,50-70,Male,All
291,PD|50-70|Male|Non Carriers,0.5896774193548387,PD,50-70,Male,All
292,PD|50-70|Male|All,0.6127800440511411,PD,50-70,Male,All
293,PD|50-70|Male|All,0.6063678661262365,PD,50-70,Male,All
294,PD|50-70|Female|Carriers,0.6072415264706543,PD,50-70,Female,All
295,PD|50-70|Female|Carriers,0.6094876575099392,PD,50-70,Female,All
296,PD|50-70|Female|Non Carriers,0.5748865820838139,PD,50-70,Female,All
297,PD|50-70|Female|Non Carriers,0.6072279892349097,PD,50-70,Female,All
298,PD|50-70|Female|All,0.6245740389397483,PD,50-70,Female,All
299,PD|50-70|Female|All,0.6623901711212217,PD,50-70,Female,All
300,PD|50-70|All|Carriers,0.6101957813669525,PD,50-70,All,All
301,PD|50-70|All|Carriers,0.6035044053062071,PD,50-70,All,All
302,PD|50-70|All|Non Carriers,0.6215883402736466,PD,50-70,All,All
303,PD|50-70|All|Non Carriers,0.6023616894705532,PD,50-70,All,All
304,PD|50-70|All|All,0.6438522667371918,PD,50-70,All,All
305,PD|50-70|All|All,0.6424647087486799,PD,50-70,All,All
306,PD|55-70|Male|Carriers,0.5893281807372175,PD,55-70,Male,All
307,PD|55-70|Male|Carriers,0.5967598097502973,PD,55-70,Male,All
308,PD|55-70|Male|Non Carriers,0.6014426588750913,PD,55-70,Male,All
309,PD|55-70|Male|Non Carriers,0.5748265157048941,PD,55-70,Male,All
310,PD|55-70|Male|All,0.6218031198947505,PD,55-70,Male,All
311,PD|55-70|Male|All,0.6300510344229352,PD,55-70,Male,All
312,PD|55-70|Female|Carriers,0.5871636840672261,PD,55-70,Female,All
313,PD|55-70|Female|Carriers,0.6192916016930274,PD,55-70,Female,All
314,PD|55-70|Female|Non Carriers,0.6387458893614091,PD,55-70,Female,All
315,PD|55-70|Female|Non Carriers,0.6477505552590348,PD,55-70,Female,All
316,PD|55-70|Female|All,0.6120626113306443,PD,55-70,Female,All
317,PD|55-70|Female|All,0.5763958559407056,PD,55-70,Female,All
318,PD|55-70|All|Carriers,0.6058123698125301,PD,55-70,All,All
319,PD|55-70|All|Carriers,0.6565854830956577,PD,55-70,All,All
320,PD|55-70|All|Non Carriers,0.6264959919641029,PD,55-70,All,All
321,PD|55-70|All|Non Carriers,0.6380740280595555,PD,55-70,All,All
322,PD|55-70|All|All,0.6439655952919873,PD,55-70,All,All
323,PD|55-70|All|All,0.6373180423519943,PD,55-70,All,All
324,PD|60-70|Male|Carriers,0.5977,PD,60-70,Male,All
325,PD|60-70|Male|Carriers,0.5510999999999999,PD,60-70,Male,All
326,PD|60-70|Male|Non Carriers,0.59936,PD,60-70,Male,All
327,PD|60-70|Male|Non Carriers,0.552896,PD,60-70,Male,All
328,PD|60-70|Male|All,0.5930723852040817,PD,60-70,Male,All
329,PD|60-70|Male|All,0.5863759566326531,PD,60-70,Male,All
330,PD|60-70|Female|Carriers,0.6475335743801653,PD,60-70,Female,All
331,PD|60-70|Female|Carriers,0.5824186466942148,PD,60-70,Female,All
332,PD|60-70|Female|Non Carriers,0.5959798284475445,PD,60-70,Female,All
333,PD|60-70|Female|Non Carriers,0.6215477424827976,PD,60-70,Female,All
334,PD|60-70|Female|All,0.6113045146788739,PD,60-70,Female,All
335,PD|60-70|Female|All,0.6132918505523424,PD,60-70,Female,All
336,PD|60-70|All|Carriers,0.6231752783028776,PD,60-70,All,All
337,PD|60-70|All|Carriers,0.6000183784919135,PD,60-70,All,All
338,PD|60-70|All|Non Carriers,0.6279150427615665,PD,60-70,All,All
339,PD|60-70|All|Non Carriers,0.6296218544920181,PD,60-70,All,All
340,PD|60-70|All|All,0.6321281914186224,PD,60-70,All,All
341,PD|60-70|All|All,0.6652806765658206,PD,60-70,All,All
342,PD|50-60|Male|Carriers,0.5038265306122449,PD,50-60,Male,All
343,PD|50-60|Male|Carriers,0.6492346938775511,PD,50-60,Male,All
344,PD|50-60|Male|Non Carriers,0.5673898750821827,PD,50-60,Male,All
345,PD|50-60|Male|Non Carriers,0.6699539776462854,PD,50-60,Male,All
346,PD|50-60|Male|All,0.5573624415237247,PD,50-60,Male,All
347,PD|50-60|Male|All,0.5823123190020049,PD,50-60,Male,All
348,PD|50-60|Female|Carriers,0.5137051039697542,PD,50-60,Female,All
349,PD|50-60|Female|Carriers,0.6417769376181475,PD,50-60,Female,All
350,PD|50-60|Female|Non Carriers,0.6748060902039643,PD,50-60,Female,All
351,PD|50-60|Female|Non Carriers,0.5834530307382936,PD,50-60,Female,All
352,PD|50-60|Female|All,0.5968253968253968,PD,50-60,Female,All
353,PD|50-60|Female|All,0.6625850340136055,PD,50-60,Female,All
354,PD|50-60|All|Carriers,0.6050036523009497,PD,50-60,All,All
355,PD|50-60|All|Carriers,0.5071219868517165,PD,50-60,All,All
356,PD|50-60|All|Non Carriers,0.5788213244481466,PD,50-60,All,All
357,PD|50-60|All|Non Carriers,0.6001665972511453,PD,50-60,All,All
358,PD|50-60|All|All,0.6106679286100595,PD,50-60,All,All
359,PD|50-60|All|All,0.5915697674418605,PD,50-60,All,All
